Discipline,HPSA ID,HPSA Name,Designation Type,Primary State Name,County Name,HPSA FTE Short,HPSA Score,PC MCTA Score,Status,Rural Status,Designation Date,Update Date
,Emerson Elementary School,620 Georgia St SE,Albuquerque,NM,87108-3806,Bernalillo,Non-Rural,,,,,
,First Nations Community HealthSource,5608 Zuni Rd SE,Albuquerque,NM,87108-2926,Bernalillo,Non-Rural,,,,,
,First Nations Community HealthSource Inc Central Avenue Health Center,7317 Central Ave NE,Albuquerque,NM,87108-2015,Bernalillo,Non-Rural,,,,,
,FNCH Integrated Care Mobile Medical Van,5608 Zuni Rd SE,Albuquerque,NM,87108-2926,Bernalillo,Non-Rural,,,,,
,FNCH Mobile Medical Clinic Sprinter,5608 Zuni Rd SE,Albuquerque,NM,87108-2926,Bernalillo,Non-Rural,,,,,
,FNCH Outpatient Services,634 Manzano St NE,Albuquerque,NM,87110-6302,Bernalillo,Non-Rural,,,,,
,FNCH Vision Clinic,505 Madeira Dr SE,Albuquerque,NM,87108-3611,Bernalillo,Non-Rural,,,,,
,FNCH-Truman Health Center,625 Truman St NE,Albuquerque,NM,87110-6443,Bernalillo,Non-Rural,,,,,
,Grant Middle School,1111 Easterday Dr NE,Albuquerque,NM,87112-5115,Bernalillo,Non-Rural,,,,,
,Native American Community Academy High School,940 University Blvd SE,Albuquerque,NM,87106-4347,Bernalillo,Non-Rural,,,,,
,Native American Community Academy School Based Health Center,1000 Indian School Rd NW,Albuquerque,NM,87104-2304,Bernalillo,Non-Rural,,,,,
,New Futures High School,5400 Cutler Ave NE,Albuquerque,NM,87110-4073,Bernalillo,Non-Rural,,,,,
,Wilson Middle School,1138 Cardenas Dr SE,Albuquerque,NM,87108-4809,Bernalillo,Non-Rural,,,,,
Primary Care,1355882502,HOBBS MEDICAL CLINIC,Rural Health Clinic,New Mexico,"Lea County, NM",,17,17,Designated,Rural,08/18/2019,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,HOBBS MEDICAL CLINIC,1923 N Dal Paso St,Hobbs,NM,88240-3023,Lea,Rural,,,,,
Mental Health,7358752067,HOBBS MEDICAL CLINIC,Rural Health Clinic,New Mexico,"Lea County, NM",,19,NA,Designated,Rural,08/18/2019,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,HOBBS MEDICAL CLINIC,1923 N Dal Paso St,Hobbs,NM,88240-3023,Lea,Rural,,,,,
Dental Health,6354237518,HOBBS MEDICAL CLINIC,Rural Health Clinic,New Mexico,"Lea County, NM",,17,NA,Designated,Rural,08/18/2019,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,HOBBS MEDICAL CLINIC,1923 N Dal Paso St,Hobbs,NM,88240-3023,Lea,Rural,,,,,
Primary Care,13599935B5,Jicarilla Health Center,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"Rio Arriba County, NM",,20,16,Designated,Rural,10/26/2002,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,Jicarilla Health Center,Mundo Rd,Dulce,NM,87528,Rio Arriba,Rural,,,,,
Mental Health,7359993545,Jicarilla Health Center,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"Rio Arriba County, NM",,15,NA,Designated,Rural,10/26/2002,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,Jicarilla Health Center,Mundo Rd,Dulce,NM,87528,Rio Arriba,Rural,,,,,
Dental Health,6359993555,Jicarilla Health Center,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"Rio Arriba County, NM",,20,NA,Designated,Rural,10/26/2002,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,Jicarilla Health Center,Mundo Rd,Dulce,NM,87528,Rio Arriba,Rural,,,,,
Primary Care,1359157102,Navajo Regional Behavioral Health Center,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"San Juan County, NM",,19,21,Designated,Rural,09/18/2020,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,Navajo Regional Behavioral Health Center,US-491 N,Shiprock,NM,87420,San Juan,Rural,,,,,
Mental Health,7351803250,Navajo Regional Behavioral Health Center,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"San Juan County, NM",,19,NA,Designated,Rural,09/18/2020,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,Navajo Regional Behavioral Health Center,US-491 N,Shiprock,NM,87420,San Juan,Rural,,,,,
Dental Health,6354544907,Navajo Regional Behavioral Health Center,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"San Juan County, NM",,21,NA,Designated,Rural,09/18/2020,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,Navajo Regional Behavioral Health Center,US-491 N,Shiprock,NM,87420,San Juan,Rural,,,,,
Primary Care,13599935CE,PUEBLO PINTADO HEALTH STATION,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"Sandoval County, NM",,20,22,Designated,Rural,02/16/2016,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,PUEBLO PINTADO HEALTH STATION,"43 miles west of Cuba, NM on Navajo Hwy 9",Cuba,NM,87013,Sandoval,Rural,,,,,
Mental Health,735999355J,PUEBLO PINTADO HEALTH STATION,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"Sandoval County, NM",,21,NA,Designated,Rural,02/16/2016,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,PUEBLO PINTADO HEALTH STATION,"43 miles west of Cuba, NM on Navajo Hwy 9",Cuba,NM,87013,Sandoval,Rural,,,,,
Dental Health,635999355R,PUEBLO PINTADO HEALTH STATION,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"Sandoval County, NM",,24,NA,Designated,Rural,02/16/2016,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,PUEBLO PINTADO HEALTH STATION,"43 miles west of Cuba, NM on Navajo Hwy 9",Cuba,NM,87013,Sandoval,Rural,,,,,
Primary Care,1354471684,Santa Ana Health Station,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"Sandoval County, NM",,19,16,Designated,Non-Rural,12/28/2021,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,Santa Ana Health Station,2 Dove Rd,Bernalillo,NM,87004-5906,Sandoval,Non-Rural,,,,,
Mental Health,7355585822,Santa Ana Health Station,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"Sandoval County, NM",,16,NA,Designated,Non-Rural,12/28/2021,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,Santa Ana Health Station,2 Dove Rd,Bernalillo,NM,87004-5906,Sandoval,Non-Rural,,,,,
Dental Health,6351632569,Santa Ana Health Station,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"Sandoval County, NM",,19,NA,Designated,Non-Rural,12/28/2021,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,Santa Ana Health Station,2 Dove Rd,Bernalillo,NM,87004-5906,Sandoval,Non-Rural,,,,,
Primary Care,1356901986,THOREAU HEALTH STATION,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"McKinley County, NM",,21,22,Designated,Rural,08/18/2019,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,THOREAU HEALTH STATION,3 E Navarre Blvd,Thoreau,NM,87323,McKinley,Rural,,,,,
Mental Health,7355765876,THOREAU HEALTH STATION,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"McKinley County, NM",,22,NA,Designated,Rural,08/18/2019,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,THOREAU HEALTH STATION,3 E Navarre Blvd,Thoreau,NM,87323,McKinley,Rural,,,,,
Dental Health,6357241539,THOREAU HEALTH STATION,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"McKinley County, NM",,24,NA,Designated,Rural,08/18/2019,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,THOREAU HEALTH STATION,3 E Navarre Blvd,Thoreau,NM,87323,McKinley,Rural,,,,,
Primary Care,1359993560,ZUNI INDIAN HOSPITAL,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"McKinley County, NM",,21,22,Designated,Rural,10/26/2002,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,ZUNI INDIAN HOSPITAL,21 B Ave,Zuni,NM,87327,McKinley,Rural,,,,,
Mental Health,7359993524,ZUNI INDIAN HOSPITAL,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"McKinley County, NM",,22,NA,Designated,Rural,10/26/2002,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,ZUNI INDIAN HOSPITAL,21 B Ave,Zuni,NM,87327,McKinley,Rural,,,,,
Dental Health,6359993532,ZUNI INDIAN HOSPITAL,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"McKinley County, NM",,24,NA,Designated,Rural,10/26/2002,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,ZUNI INDIAN HOSPITAL,21 B Ave,Zuni,NM,87327,McKinley,Rural,,,,,
Primary Care,1359993558,ACOMA-CANONCITO-LAGUNA INDIAN HOSPITAL,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"Cibola County, NM",,21,21,Designated,Rural,10/26/2002,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,ACOMA-CANONCITO-LAGUNA INDIAN HOSPITAL,80 Veterans Blvd,Cubero,NM,87014,Cibola,Rural,,,,,
Mental Health,7356384608,ACOMA-CANONCITO-LAGUNA INDIAN HOSPITAL,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"Cibola County, NM",,21,NA,Designated,Rural,08/18/2019,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,ACOMA-CANONCITO-LAGUNA INDIAN HOSPITAL,80 Veterans Blvd,Cubero,NM,87014,Cibola,Rural,,,,,
Dental Health,6354737265,ACOMA-CANONCITO-LAGUNA INDIAN HOSPITAL,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"Cibola County, NM",,22,NA,Designated,Rural,08/18/2019,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,ACOMA-CANONCITO-LAGUNA INDIAN HOSPITAL,80 Veterans Blvd,Cubero,NM,87014,Cibola,Rural,,,,,
Primary Care,1359993563,ALBUQUERQUE INDIAN HEALTH CENTER,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"Bernalillo County, NM",,19,16,Designated,Non-Rural,10/26/2002,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,ALBUQUERQUE INDIAN HEALTH CENTER,801 Vassar Dr NE,Albuquerque,NM,87106-2725,Bernalillo,Non-Rural,,,,,
Mental Health,7359993527,ALBUQUERQUE INDIAN HEALTH CENTER,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"Bernalillo County, NM",,18,NA,Designated,Non-Rural,10/26/2002,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,ALBUQUERQUE INDIAN HEALTH CENTER,801 Vassar Dr NE,Albuquerque,NM,87106-2725,Bernalillo,Non-Rural,,,,,
Dental Health,6359993535,ALBUQUERQUE INDIAN HEALTH CENTER,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"Bernalillo County, NM",,20,NA,Designated,Non-Rural,10/26/2002,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,ALBUQUERQUE INDIAN HEALTH CENTER,801 Vassar Dr NE,Albuquerque,NM,87106-2725,Bernalillo,Non-Rural,,,,,
Primary Care,1359993556,LA CLINICA DE FAMILIA INC,Federally Qualified Health Center,New Mexico,"Dona Ana County, NM",,21,18,Designated,Non-Rural,08/26/2003,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,Adult Behavioral Health,535 S Miranda St,Las Cruces,NM,88005-2823,Dona Ana,Non-Rural,,,,,
,Anthony Medical and Dental Clinic,855 Anthony Dr,Anthony,NM,88021-9325,Dona Ana,Non-Rural,,,,,
,Anthony Mental Health,826 Anthony Dr,Anthony,NM,88021-9317,Dona Ana,Non-Rural,,,,,
,Arrowhead Park Early College,3600 Arrowhead Dr,Las Cruces,NM,88011,Dona Ana,Non-Rural,,,,,
,Centennial School-Based Health Center,1950 S Sonoma Ranch Blvd,Las Cruces,NM,88011-1706,Dona Ana,Non-Rural,,,,,
,Central Medical Complex,575 S Alameda Blvd,Las Cruces,NM,88005-2818,Dona Ana,Non-Rural,,,,,
,Chaparral Annex,510 E Lisa Dr BLDG 2,Chaparral,NM,88081-7809,Dona Ana,Non-Rural,,,,,
,Chaparral Dental Center,510 E Lisa Dr BLDG 4,Chaparral,NM,88081-7809,Dona Ana,Non-Rural,,,,,
,Chaparral Dental Clinic,510 E Lisa Dr BLDG 3,Chaparral,NM,88081-7809,Dona Ana,Non-Rural,,,,,
,Chaparral High SBHC,800 S County Line Dr,Chaparral,NM,88081-7830,Dona Ana,Non-Rural,,,,,
,Chaparral Medical Clinic,510 E Lisa Dr,Chaparral,NM,88081-7809,Dona Ana,Non-Rural,,,,,
,Desert Pride SBHC,100 Shrode Rd,Anthony,NM,88021-7350,Dona Ana,Non-Rural,,,,,
,East Mesa Medical and Dental Clinic,8600 Bataan Memorial E,Las Cruces,NM,88011-6016,Dona Ana,Non-Rural,,,,,
,Gadsden High SBHC,6301 Highway 28,Anthony,NM,88021-8597,Dona Ana,Non-Rural,,,,,
,La Clinica de Familia's  Community Mental Health Clinic,"760 N Motel Blvd, Ste A",Las Cruces,NM,88007-4169,Dona Ana,Non-Rural,,,,,
,Las Cruces High School  - School based Health Center,1750 El Paseo Rd,Las Cruces,NM,88001-6012,Dona Ana,Non-Rural,,,,,
,Las Cruces Women's Health 2,385 Calle de Alegra,Las Cruces,NM,88005-3423,Dona Ana,Non-Rural,,,,,
,LCDF Administration Office,385 Calle de Alegra,Las Cruces,NM,88005-3417,Dona Ana,Non-Rural,,,,,
,Lynn Middle School School-Based Health Center,950 S Walnut St,Las Cruces,NM,88001-3956,Dona Ana,Non-Rural,,,,,
,Mayfield High School - School-based Health Center,1955 N Valley Dr,Las Cruces,NM,88007-5154,Dona Ana,Non-Rural,,,,,
,Organ Mountain High School - School based Health Center,5700 Mesa Grande Dr,Las Cruces,NM,88011-6017,Dona Ana,Non-Rural,,,,,
,Pediatrics,385 Calle de Alegra,Las Cruces,NM,88005-3417,Dona Ana,Non-Rural,,,,,
,Picacho Middle School-Based Health Center,1040 N Motel Blvd,Las Cruces,NM,88007-8144,Dona Ana,Non-Rural,,,,,
,Rio Grande Prepratory Institute,2355 Avenida de Mesilla,Mesilla,NM,88046,Dona Ana,Non-Rural,,,,,
,San Miguel Medical & Dental Clinic,18420 S Highway 28,La Mesa,NM,88044-9605,Dona Ana,Non-Rural,,,,,
,Santa Teresa School-Based Health Center,100 Airport Rd,Santa Teresa,NM,88008-9703,Dona Ana,Non-Rural,,,,,
,Sunland Park Building B,2625 Mcnutt Rd STE B,Sunland Park,NM,88063-9608,Dona Ana,Non-Rural,,,,,
,Sunland Park Medical and Dental Clinic,2625 McNutt Rd,Sunland Park,NM,88063-9608,Dona Ana,Non-Rural,,,,,
Mental Health,7359993535,LA CLINICA DE FAMILIA INC,Federally Qualified Health Center,New Mexico,"Dona Ana County, NM",,21,NA,Designated,Non-Rural,10/26/2002,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,Adult Behavioral Health,535 S Miranda St,Las Cruces,NM,88005-2823,Dona Ana,Non-Rural,,,,,
,Anthony Medical and Dental Clinic,855 Anthony Dr,Anthony,NM,88021-9325,Dona Ana,Non-Rural,,,,,
,Anthony Mental Health,826 Anthony Dr,Anthony,NM,88021-9317,Dona Ana,Non-Rural,,,,,
,Arrowhead Park Early College,3600 Arrowhead Dr,Las Cruces,NM,88011,Dona Ana,Non-Rural,,,,,
,Centennial School-Based Health Center,1950 S Sonoma Ranch Blvd,Las Cruces,NM,88011-1706,Dona Ana,Non-Rural,,,,,
,Central Medical Complex,575 S Alameda Blvd,Las Cruces,NM,88005-2818,Dona Ana,Non-Rural,,,,,
,Chaparral Annex,510 E Lisa Dr BLDG 2,Chaparral,NM,88081-7809,Dona Ana,Non-Rural,,,,,
,Chaparral Dental Center,510 E Lisa Dr BLDG 4,Chaparral,NM,88081-7809,Dona Ana,Non-Rural,,,,,
,Chaparral Dental Clinic,510 E Lisa Dr BLDG 3,Chaparral,NM,88081-7809,Dona Ana,Non-Rural,,,,,
,Chaparral High SBHC,800 S County Line Dr,Chaparral,NM,88081-7830,Dona Ana,Non-Rural,,,,,
,Chaparral Medical Clinic,510 E Lisa Dr,Chaparral,NM,88081-7809,Dona Ana,Non-Rural,,,,,
,Desert Pride SBHC,100 Shrode Rd,Anthony,NM,88021-7350,Dona Ana,Non-Rural,,,,,
,East Mesa Medical and Dental Clinic,8600 Bataan Memorial E,Las Cruces,NM,88011-6016,Dona Ana,Non-Rural,,,,,
,Gadsden High SBHC,6301 Highway 28,Anthony,NM,88021-8597,Dona Ana,Non-Rural,,,,,
,La Clinica de Familia's  Community Mental Health Clinic,"760 N Motel Blvd, Ste A",Las Cruces,NM,88007-4169,Dona Ana,Non-Rural,,,,,
,Las Cruces High School  - School based Health Center,1750 El Paseo Rd,Las Cruces,NM,88001-6012,Dona Ana,Non-Rural,,,,,
,Las Cruces Women's Health 2,385 Calle de Alegra,Las Cruces,NM,88005-3423,Dona Ana,Non-Rural,,,,,
,LCDF Administration Office,385 Calle de Alegra,Las Cruces,NM,88005-3417,Dona Ana,Non-Rural,,,,,
,Lynn Middle School School-Based Health Center,950 S Walnut St,Las Cruces,NM,88001-3956,Dona Ana,Non-Rural,,,,,
,Mayfield High School - School-based Health Center,1955 N Valley Dr,Las Cruces,NM,88007-5154,Dona Ana,Non-Rural,,,,,
,Organ Mountain High School - School based Health Center,5700 Mesa Grande Dr,Las Cruces,NM,88011-6017,Dona Ana,Non-Rural,,,,,
,Pediatrics,385 Calle de Alegra,Las Cruces,NM,88005-3417,Dona Ana,Non-Rural,,,,,
,Picacho Middle School-Based Health Center,1040 N Motel Blvd,Las Cruces,NM,88007-8144,Dona Ana,Non-Rural,,,,,
,Rio Grande Prepratory Institute,2355 Avenida de Mesilla,Mesilla,NM,88046,Dona Ana,Non-Rural,,,,,
,San Miguel Medical & Dental Clinic,18420 S Highway 28,La Mesa,NM,88044-9605,Dona Ana,Non-Rural,,,,,
,Santa Teresa School-Based Health Center,100 Airport Rd,Santa Teresa,NM,88008-9703,Dona Ana,Non-Rural,,,,,
,Sunland Park Building B,2625 Mcnutt Rd STE B,Sunland Park,NM,88063-9608,Dona Ana,Non-Rural,,,,,
,Sunland Park Medical and Dental Clinic,2625 McNutt Rd,Sunland Park,NM,88063-9608,Dona Ana,Non-Rural,,,,,
Dental Health,6359993542,LA CLINICA DE FAMILIA INC,Federally Qualified Health Center,New Mexico,"Dona Ana County, NM",,25,NA,Designated,Non-Rural,10/26/2002,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,Adult Behavioral Health,535 S Miranda St,Las Cruces,NM,88005-2823,Dona Ana,Non-Rural,,,,,
,Anthony Medical and Dental Clinic,855 Anthony Dr,Anthony,NM,88021-9325,Dona Ana,Non-Rural,,,,,
,Anthony Mental Health,826 Anthony Dr,Anthony,NM,88021-9317,Dona Ana,Non-Rural,,,,,
,Arrowhead Park Early College,3600 Arrowhead Dr,Las Cruces,NM,88011,Dona Ana,Non-Rural,,,,,
,Centennial School-Based Health Center,1950 S Sonoma Ranch Blvd,Las Cruces,NM,88011-1706,Dona Ana,Non-Rural,,,,,
,Central Medical Complex,575 S Alameda Blvd,Las Cruces,NM,88005-2818,Dona Ana,Non-Rural,,,,,
,Chaparral Annex,510 E Lisa Dr BLDG 2,Chaparral,NM,88081-7809,Dona Ana,Non-Rural,,,,,
,Chaparral Dental Center,510 E Lisa Dr BLDG 4,Chaparral,NM,88081-7809,Dona Ana,Non-Rural,,,,,
,Chaparral Dental Clinic,510 E Lisa Dr BLDG 3,Chaparral,NM,88081-7809,Dona Ana,Non-Rural,,,,,
,Chaparral High SBHC,800 S County Line Dr,Chaparral,NM,88081-7830,Dona Ana,Non-Rural,,,,,
,Chaparral Medical Clinic,510 E Lisa Dr,Chaparral,NM,88081-7809,Dona Ana,Non-Rural,,,,,
,Desert Pride SBHC,100 Shrode Rd,Anthony,NM,88021-7350,Dona Ana,Non-Rural,,,,,
,East Mesa Medical and Dental Clinic,8600 Bataan Memorial E,Las Cruces,NM,88011-6016,Dona Ana,Non-Rural,,,,,
,Gadsden High SBHC,6301 Highway 28,Anthony,NM,88021-8597,Dona Ana,Non-Rural,,,,,
,La Clinica de Familia's  Community Mental Health Clinic,"760 N Motel Blvd, Ste A",Las Cruces,NM,88007-4169,Dona Ana,Non-Rural,,,,,
,Las Cruces High School  - School based Health Center,1750 El Paseo Rd,Las Cruces,NM,88001-6012,Dona Ana,Non-Rural,,,,,
,Las Cruces Women's Health 2,385 Calle de Alegra,Las Cruces,NM,88005-3423,Dona Ana,Non-Rural,,,,,
,LCDF Administration Office,385 Calle de Alegra,Las Cruces,NM,88005-3417,Dona Ana,Non-Rural,,,,,
,Lynn Middle School School-Based Health Center,950 S Walnut St,Las Cruces,NM,88001-3956,Dona Ana,Non-Rural,,,,,
,Mayfield High School - School-based Health Center,1955 N Valley Dr,Las Cruces,NM,88007-5154,Dona Ana,Non-Rural,,,,,
,Organ Mountain High School - School based Health Center,5700 Mesa Grande Dr,Las Cruces,NM,88011-6017,Dona Ana,Non-Rural,,,,,
,Pediatrics,385 Calle de Alegra,Las Cruces,NM,88005-3417,Dona Ana,Non-Rural,,,,,
,Picacho Middle School-Based Health Center,1040 N Motel Blvd,Las Cruces,NM,88007-8144,Dona Ana,Non-Rural,,,,,
,Rio Grande Prepratory Institute,2355 Avenida de Mesilla,Mesilla,NM,88046,Dona Ana,Non-Rural,,,,,
,San Miguel Medical & Dental Clinic,18420 S Highway 28,La Mesa,NM,88044-9605,Dona Ana,Non-Rural,,,,,
,Santa Teresa School-Based Health Center,100 Airport Rd,Santa Teresa,NM,88008-9703,Dona Ana,Non-Rural,,,,,
,Sunland Park Building B,2625 Mcnutt Rd STE B,Sunland Park,NM,88063-9608,Dona Ana,Non-Rural,,,,,
,Sunland Park Medical and Dental Clinic,2625 McNutt Rd,Sunland Park,NM,88063-9608,Dona Ana,Non-Rural,,,,,
Primary Care,1359993577,DEBACA FAMILY PRACTICE CLINIC,Federally Qualified Health Center,New Mexico,"De Baca County, NM",,19,17,Designated,Rural,09/30/2003,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,DBFPC Mobile School Based Health Site,546 N 10th St,Fort Sumner,NM,88119,De Baca,Rural,,,,,
,DEBACA FAMILY PRACTICE CLINIC,546 N 10th St,Fort Sumner,NM,88119,De Baca,Rural,,,,,
,FORT SUMNER SCHOOL BASED HLTH,1001 E Sumner Ave,Fort Sumner,NM,88119,De Baca,Rural,,,,,
Mental Health,7359993541,DEBACA FAMILY PRACTICE CLINIC,Federally Qualified Health Center,New Mexico,"De Baca County, NM",,14,NA,Designated,Rural,09/30/2003,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,DBFPC Mobile School Based Health Site,546 N 10th St,Fort Sumner,NM,88119,De Baca,Rural,,,,,
,DEBACA FAMILY PRACTICE CLINIC,546 N 10th St,Fort Sumner,NM,88119,De Baca,Rural,,,,,
,FORT SUMNER SCHOOL BASED HLTH,1001 E Sumner Ave,Fort Sumner,NM,88119,De Baca,Rural,,,,,
Dental Health,6359993552,DEBACA FAMILY PRACTICE CLINIC,Federally Qualified Health Center,New Mexico,"De Baca County, NM",,17,NA,Designated,Rural,09/30/2003,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,DBFPC Mobile School Based Health Site,546 N 10th St,Fort Sumner,NM,88119,De Baca,Rural,,,,,
,DEBACA FAMILY PRACTICE CLINIC,546 N 10th St,Fort Sumner,NM,88119,De Baca,Rural,,,,,
,FORT SUMNER SCHOOL BASED HLTH,1001 E Sumner Ave,Fort Sumner,NM,88119,De Baca,Rural,,,,,
Primary Care,1359993566,FIRST CHOICE COMMUNITY HEALTH CARE,Federally Qualified Health Center,New Mexico,"Bernalillo County, NM",,21,20,Designated,Non-Rural,10/26/2002,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,FCCH/ALAMEDA CENTER,7704 2nd St NW,Albuquerque,NM,87107-6755,Bernalillo,Non-Rural,,,,,
,FCCH/ALAMOSA CENTER,6900 Gonzales Rd SW,Albuquerque,NM,87121-2401,Bernalillo,Non-Rural,,,,,
,FCCH/BELEN CENTER,120 S 9th St,Belen,NM,87002-3102,Valencia,Non-Rural,,,,,
,FCCH/EDGEWOOD CENTER,7 Municipal Ln,Edgewood,NM,87015-7210,Santa Fe,Non-Rural,,,,,
,FCCH/LOS LUNAS CENTER,145 Don Pasqual Rd NW,Los Lunas,NM,87031-8841,Valencia,Non-Rural,,,,,
,FCCH/RIO GRANDE HIGH SCHOOL SBHC,2300 Arenal Rd SW,Albuquerque,NM,87105-4160,Bernalillo,Non-Rural,,,,,
,FCCH/SOUTH BROADWAY CENTER,1401 William St SE,Albuquerque,NM,87102-4661,Bernalillo,Non-Rural,,,,,
,FCCH/SOUTH VALLEY CENTER,2001 Centro Familiar Blvd SW,Albuquerque,NM,87105-4592,Bernalillo,Non-Rural,,,,,
,FCCH/SOUTH VALLEY CENTER Building C,2001 Centro Familiar Blvd SW,Albuquerque,NM,87105-4592,Bernalillo,Non-Rural,,,,,
,FCCH/SOUTH VALLEY CENTER Building D,2001 Centro Familiar Blvd SW,Albuquerque,NM,87105-4592,Bernalillo,Non-Rural,,,,,
Mental Health,7359993529,FIRST CHOICE COMMUNITY HEALTH CARE,Federally Qualified Health Center,New Mexico,"Bernalillo County, NM",,19,NA,Designated,Non-Rural,10/26/2002,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,FCCH/ALAMEDA CENTER,7704 2nd St NW,Albuquerque,NM,87107-6755,Bernalillo,Non-Rural,,,,,
,FCCH/ALAMOSA CENTER,6900 Gonzales Rd SW,Albuquerque,NM,87121-2401,Bernalillo,Non-Rural,,,,,
,FCCH/BELEN CENTER,120 S 9th St,Belen,NM,87002-3102,Valencia,Non-Rural,,,,,
,FCCH/EDGEWOOD CENTER,7 Municipal Ln,Edgewood,NM,87015-7210,Santa Fe,Non-Rural,,,,,
